Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Total Sets,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Stress Change,Stress Start,Stress End,Avg Stress,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Pool Swimming,2021-08-10 17:34:33,false,"Pool Swimming","550","121","00:18:56","108","136","0.5","--","--","1:37","0:52","--","--","0.00","0.0","0.0","0.0","0.0","0.0","266","36","30","--","--","0:00","0.0","0:00","No","00:01.81","31","0.0","--","--","--","--","--","--","--","00:08:51.7","00:24:20","--","--"
Running,2021-08-10 06:03:20,false,"Athens Running","8.01","1,039","01:04:42","160","176","4.1","147","165","8:04","6:55","502","430","1.36","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:05.07","9","0.0","--","--","--","--","--","--","--","01:04:39","01:05:07","635","741"
Pool Swimming,2021-08-09 17:32:44,false,"Pool Swimming","1,200","243","00:45:57","121","146","1.7","--","--","1:37","0:59","--","--","0.00","0.0","0.0","0.0","0.0","0.0","623","37","32","--","--","0:00","0.0","0:00","No","00:00.59","88","0.0","--","--","--","--","--","--","--","00:19:18","00:48:35","--","--"
Running,2021-08-08 07:16:04,false,"Athens Running","12.01","1,514","01:34:18","164","176","4.5","149","170","7:51","6:36","612","568","1.38","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:04.52","13","0.0","--","--","--","--","--","--","--","01:34:02","01:38:30","581","781"
Running,2021-08-07 09:51:24,false,"Athens Running","2.14","307","00:19:48","153","166","2.6","143","154","9:15","8:29","114","46","1.21","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","01:13.92","3","0.0","--","--","--","--","--","--","--","00:19:48","00:19:48","647","741"
Running,2021-08-07 09:25:12,false,"Athens Running","2.00","280","00:21:19","141","155","2.1","143","160","10:39","7:40","105","118","1.06","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:02.04","3","0.0","--","--","--","--","--","--","--","00:21:16","00:24:14","633","741"
Running,2021-08-06 17:54:28,false,"Athens Running","6.22","789","00:48:32","161","173","3.7","147","158","7:48","6:46","390","352","1.40","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","01:41.16","7","0.0","--","--","--","--","--","--","--","00:48:25","00:49:15","636","741"
Running,2021-08-05 18:35:34,false,"Athens Running","4.94","642","00:37:36","167","187","3.9","147","169","7:36","5:25","313","307","1.44","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","06:32.97","5","0.0","--","--","--","--","--","--","--","00:37:26","00:38:37","629","781"
Pool Swimming,2021-08-04 17:28:13,false,"Pool Swimming","825","173","00:29:42","123","151","1.5","--","--","1:38","0:55","--","--","0.00","0.0","0.0","0.0","0.0","0.0","417","37","31","--","--","0:00","0.0","0:00","No","00:02.11","57","0.0","--","--","--","--","--","--","--","00:13:25","00:35:35","--","--"
Running,2021-08-04 05:43:09,false,"Athens Running","8.05","1,105","01:04:02","171","184","4.8","146","167","7:57","6:46","442","365","1.39","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:23.14","9","0.0","--","--","--","--","--","--","--","01:03:52","01:04:43","634","741"
Pool Swimming,2021-08-03 17:44:38,false,"Pool Swimming","1,100","237","00:39:37","117","146","1.3","--","--","1:41","0:50","--","--","0.00","0.0","0.0","0.0","0.0","0.0","560","38","30","--","--","0:00","0.0","0:00","No","00:02.09","70","0.0","--","--","--","--","--","--","--","00:18:30","00:44:29","--","--"
Running,2021-08-01 07:52:30,false,"Athens Running","11.43","1,561","01:32:59","170","186","5.0","145","177","8:08","6:31","768","681","1.37","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","03:41.99","12","0.0","--","--","--","--","--","--","--","01:32:41","01:38:11","581","781"
Pool Swimming,2021-07-31 14:56:38,false,"Pool Swimming","625","136","00:25:17","123","155","1.5","--","--","1:37","0:55","--","--","0.00","0.0","0.0","0.0","0.0","0.0","322","37","32","--","--","0:00","0.0","0:00","No","00:00.44","45","0.0","--","--","--","--","--","--","--","00:10:04","00:36:52","--","--"
Running,2021-07-31 08:10:15,false,"Athens Running","0.99","87","00:05:09.8","170","189","2.0","161","210","5:12","4:09","27","18","1.92","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","05:09.82","1","0.0","--","--","--","--","--","--","--","00:05:09.8","00:05:09.8","761","781"
Running,2021-07-29 18:37:04,false,"Athens Running","3.30","467","00:30:27","155","168","3.0","146","157","9:14","7:22","159","163","1.19","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","02:53.28","4","0.0","--","--","--","--","--","--","--","00:30:26","00:30:32","630","781"
Pool Swimming,2021-07-29 06:26:31,false,"Pool Swimming","550","113","00:21:15","121","161","1.3","--","--","1:45","0:50","--","--","0.00","0.0","0.0","0.0","0.0","0.0","290","39","30","--","--","0:00","0.0","0:00","No","00:03.34","33","0.0","--","--","--","--","--","--","--","00:09:35.1","00:30:40","--","--"
Pool Swimming,2021-07-28 17:16:07,false,"Pool Swimming","550","111","00:22:24","127","164","1.5","--","--","1:43","1:07","--","--","0.00","0.0","0.0","0.0","0.0","0.0","274","38","29","--","--","0:00","0.0","0:00","No","00:09.35","35","0.0","--","--","--","--","--","--","--","00:09:29.0","00:24:36","--","--"
Running,2021-07-28 05:34:44,false,"Athens Running","5.23","622","00:39:52","163","189","3.4","147","200","7:37","3:50","139","139","1.41","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:09.02","17","0.0","--","--","--","--","--","--","--","00:39:23","00:50:54","719","738"
Pool Swimming,2021-07-27 17:24:42,false,"Pool Swimming","750","156","00:25:32","122","146","1.3","--","--","1:41","0:52","--","--","0.00","0.0","0.0","0.0","0.0","0.0","383","38","30","--","--","0:00","0.0","0:00","No","00:01.11","53","0.0","--","--","--","--","--","--","--","00:12:35","00:40:32","--","--"
Running,2021-07-26 18:55:18,false,"Athens Running","3.51","451","00:27:39","163","177","3.3","150","173","7:53","6:53","116","103","1.36","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","03:50.54","4","0.0","--","--","--","--","--","--","--","00:27:37","00:27:39","634","741"
Running,2021-07-25 12:03:25,false,"Athens Running","6.22","846","00:48:43","173","185","4.4","147","164","7:50","6:27","400","379","1.39","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","01:37.79","7","0.0","--","--","--","--","--","--","--","00:48:35","00:49:25","634","741"
Pool Swimming,2021-07-23 18:08:14,false,"Pool Swimming","500","112","00:19:34","123","152","1.2","--","--","1:27","0:44","--","--","0.00","0.0","0.0","0.0","0.0","0.0","219","33","30","--","--","0:00","0.0","0:00","No","00:03.06","32","0.0","--","--","--","--","--","--","--","00:07:16.3","00:37:25","--","--"
Running,2021-07-23 06:22:03,false,"Athens Running","3.11","362","00:21:03","171","187","3.3","154","167","6:46","5:18","115","28","1.54","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:49.81","4","0.0","--","--","--","--","--","--","--","00:21:01","00:21:41","636","741"
Pool Swimming,2021-07-22 17:59:56,false,"Pool Swimming","975","205","00:47:33","117","170","1.6","--","--","1:58","1:01","--","--","0.00","0.0","0.0","0.0","0.0","0.0","573","44","30","--","--","0:00","0.0","0:00","No","00:00.00","61","0.0","--","--","--","--","--","--","--","00:19:12","00:55:31","--","--"
Running,2021-07-22 06:19:56,false,"Athens Running","6.23","833","00:49:56","167","185","4.2","148","162","8:01","6:40","387","327","1.35","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","01:41.17","7","0.0","--","--","--","--","--","--","--","00:49:52","00:51:08","635","741"
Pool Swimming,2021-07-21 18:09:14,false,"Pool Swimming","975","197","00:35:52","115","144","1.0","--","--","1:49","0:48","--","--","0.00","0.0","0.0","0.0","0.0","0.0","533","41","30","--","--","0:00","0.0","0:00","No","00:02.75","51","0.0","--","--","--","--","--","--","--","00:17:41","00:42:20","--","--"
Running,2021-07-21 06:05:43,false,"Athens Running","5.70","648","00:42:28","162","188","3.4","149","206","7:27","4:02","97","93","1.43","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:17.85","19","0.0","--","--","--","--","--","--","--","00:42:20","00:56:17","719","736"
Running,2021-07-18 07:10:40,false,"Athens Running","16.01","1,999","02:07:33","165","177","5.0","147","192","7:58","5:11","851","866","1.37","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:04.31","17","0.0","--","--","--","--","--","--","--","02:06:58","02:16:37","581","781"
Pool Swimming,2021-07-17 14:14:28,false,"Pool Swimming","700","141","00:26:51","121","164","1.1","--","--","1:51","1:11","--","--","0.00","0.0","0.0","0.0","0.0","0.0","342","40","26","--","--","0:00","0.0","0:00","No","00:06.81","50","0.0","--","--","--","--","--","--","--","00:13:00","00:29:38","--","--"
Pool Swimming,2021-07-16 17:02:57,false,"Pool Swimming","975","195","00:32:45","123","152","1.4","--","--","1:42","0:45","--","--","0.00","0.0","0.0","0.0","0.0","0.0","518","39","31","--","--","0:00","0.0","0:00","No","00:05.38","59","0.0","--","--","--","--","--","--","--","00:16:39","00:36:03","--","--"
Running,2021-07-16 06:25:28,false,"Athens Running","6.22","822","00:49:42","165","177","4.0","150","162","7:59","6:59","384","354","1.35","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","01:39.22","7","0.0","--","--","--","--","--","--","--","00:49:34","00:49:52","634","741"
Running,2021-07-15 18:42:20,false,"Athens Running","4.28","590","00:33:50","172","185","3.8","147","167","7:54","5:31","294","229","1.38","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","02:08.37","5","0.0","--","--","--","--","--","--","--","00:33:43","00:33:59","630","781"
Pool Swimming,2021-07-14 18:11:34,false,"Pool Swimming","625","125","00:20:31","124","152","1.2","--","--","1:38","0:51","--","--","0.00","0.0","0.0","0.0","0.0","0.0","318","37","31","--","--","0:00","0.0","0:00","No","00:03.36","39","0.0","--","--","--","--","--","--","--","00:10:13","00:23:11","--","--"
Running,2021-07-14 05:53:05,false,"Athens Running","6.33","717","00:46:35","162","183","3.4","153","184","7:21","4:37","53","53","1.41","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:20.72","25","0.0","--","--","--","--","--","--","--","00:46:25","00:59:25","719","738"
Pool Swimming,2021-07-13 17:25:28,false,"Pool Swimming","475","100","00:19:13","121","143","1.0","--","--","1:51","1:05","--","--","0.00","0.0","0.0","0.0","0.0","0.0","239","40","27","--","--","0:00","0.0","0:00","No","00:01.69","35","0.0","--","--","--","--","--","--","--","00:08:44.9","00:21:39","--","--"
Running,2021-07-13 06:21:47,false,"Athens Running","8.02","1,011","01:00:22","168","181","4.4","151","162","7:32","6:23","483","428","1.42","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:08.63","9","0.0","--","--","--","--","--","--","--","01:00:12","01:00:59","634","741"
Pool Swimming,2021-07-12 18:37:29,false,"Pool Swimming","725","148","00:31:12","115","142","1.0","--","--","1:56","1:05","--","--","0.00","0.0","0.0","0.0","0.0","0.0","379","42","27","--","--","0:00","0.0","0:00","No","00:02.75","57","0.0","--","--","--","--","--","--","--","00:13:58","00:43:10","--","--"
Running,2021-07-11 07:04:33,false,"Athens Running","15.01","1,874","01:59:55","163","176","4.7","150","181","7:59","5:24","718","676","1.34","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:02.61","16","0.0","--","--","--","--","--","--","--","01:59:33","02:08:07","581","781"
Pool Swimming,2021-07-10 12:54:05,false,"Pool Swimming","525","105","00:20:31","117","136","0.8","--","--","1:49","1:16","--","--","0.00","0.0","0.0","0.0","0.0","0.0","268","40","28","--","--","0:00","0.0","0:00","No","00:05.100","42","0.0","--","--","--","--","--","--","--","00:09:31.8","00:20:39","--","--"
Running,2021-07-10 07:12:50,false,"Athens Running","2.97","391","00:32:27","139","163","2.1","145","167","10:56","7:55","180","203","1.01","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","10:03.99","3","0.0","--","--","--","--","--","--","--","00:32:24","00:41:33","604","749"
Running,2021-07-09 06:53:20,false,"Athens Running","8.00","1,062","01:04:35","163","176","4.3","151","179","8:04","7:03","464","454","1.32","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:01.69","9","0.0","--","--","--","--","--","--","--","01:04:29","01:06:54","630","741"
Running,2021-07-08 18:36:35,false,"Athens Running","4.92","679","00:46:50","151","171","3.2","144","158","9:31","7:37","350","351","1.17","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","08:32.57","5","0.0","--","--","--","--","--","--","--","00:46:38","00:48:37","630","781"
Running,2021-07-08 17:40:21,false,"Athens Running","1.35","177","00:12:38","143","159","2.1","146","160","9:19","7:34","73","74","1.18","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","03:17.23","2","0.0","--","--","--","--","--","--","--","00:12:26","00:12:55","604","661"
Pool Swimming,2021-07-07 18:27:43,false,"Pool Swimming","700","140","00:30:56","119","143","1.2","--","--","1:58","1:16","--","--","0.00","0.0","0.0","0.0","0.0","0.0","384","43","28","--","--","0:00","0.0","0:00","No","00:06.81","56","0.0","--","--","--","--","--","--","--","00:13:45","00:31:20","--","--"
Running,2021-07-07 06:33:51,false,"Athens Running","6.01","743","00:47:00","158","171","3.5","155","170","7:49","6:43","366","342","1.33","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:04.56","7","0.0","--","--","--","--","--","--","--","00:46:43","00:48:32","635","741"
Pool Swimming,2021-07-06 18:36:56,false,"Pool Swimming","800","160","00:33:11","125","167","1.5","--","--","2:06","1:35","--","--","0.00","0.0","0.0","0.0","0.0","0.0","478","47","28","--","--","0:00","0.0","0:00","No","00:01.94","66","0.0","--","--","--","--","--","--","--","00:16:51","00:33:17","--","--"
Running,2021-07-06 07:02:17,false,"Athens Running","4.03","473","00:28:27","166","180","3.3","154","179","7:03","5:56","230","247","1.48","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:09.61","8","0.0","--","--","--","--","--","--","--","00:28:24","00:29:42","632","781"
Running,2021-07-06 06:25:07,false,"Athens Running","2.92","330","00:20:57","159","182","2.8","155","184","7:11","4:55","43","37","1.42","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:40.30","8","0.0","--","--","--","--","--","--","--","00:20:56","00:30:28","719","736"
Running,2021-07-05 08:23:56,false,"Athens Running","3.15","396","00:29:39","142","155","2.3","147","160","9:25","7:42","118","68","1.16","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","01:26.15","4","0.0","--","--","--","--","--","--","--","00:29:37","00:29:39","633","741"
Running,2021-07-04 06:34:36,false,"Athens Running","13.11","1,522","01:41:51","158","177","4.2","152","176","7:46","5:38","737","756","1.36","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:50.63","14","0.0","--","--","--","--","--","--","--","01:41:26","01:46:02","581","781"
Running,2021-07-03 08:05:26,false,"Athens Running","4.01","530","00:38:29","146","161","2.7","146","162","9:36","8:43","259","200","1.15","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:09.39","5","0.0","--","--","--","--","--","--","--","00:38:27","00:38:43","634","741"
Running,2021-07-02 06:01:55,false,"Athens Running","8.01","1,077","01:04:59","166","177","4.3","152","166","8:07","6:44","506","452","1.30","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:02.32","9","0.0","--","--","--","--","--","--","--","01:04:50","01:07:08","634","741"
Running,2021-07-01 18:36:07,false,"Athens Running","4.92","683","00:41:37","163","180","3.7","149","166","8:28","6:24","318","307","1.27","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","07:12.56","5","0.0","--","--","--","--","--","--","--","00:41:28","00:43:12","627","781"
Pool Swimming,2021-07-01 06:19:43,false,"Pool Swimming","775","159","00:35:11","105","146","0.5","--","--","1:57","0:55","--","--","0.00","0.0","0.0","0.0","0.0","0.0","376","41","25","--","--","0:00","0.0","0:00","No","00:01.18","60","0.0","--","--","--","--","--","--","--","00:15:04","00:46:04","--","--"
Running,2021-06-30 06:22:07,false,"Athens Running","5.27","584","00:38:07","160","186","3.3","154","184","7:14","4:54","140","124","1.43","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:07.00","15","0.0","--","--","--","--","--","--","--","00:38:05","00:45:05","719","737"
Running,2021-06-29 05:55:59,false,"Athens Running","8.01","1,017","01:03:16","162","175","4.1","150","160","7:54","6:39","473","385","1.36","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:03.51","9","0.0","--","--","--","--","--","--","--","01:03:08","01:03:40","631","741"
Pool Swimming,2021-06-28 18:04:29,false,"Pool Swimming","1,050","237","00:34:23","110","138","0.8","--","--","1:07","0:50","--","--","0.00","0.0","0.0","0.0","0.0","0.0","317","49","27","--","--","0:00","0.0","0:00","No","00:01.75","58","0.0","--","--","--","--","--","--","--","00:11:48","00:41:24","--","--"
Running,2021-06-27 07:25:08,false,"Athens Running","13.14","1,571","01:45:09","160","173","4.3","150","170","8:00","6:15","752","653","1.34","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","01:03.11","14","0.0","--","--","--","--","--","--","--","01:44:11","01:54:57","581","781"
Running,2021-06-26 08:29:49,false,"Athens Running","4.21","554","00:42:10","144","155","2.5","145","164","10:00","8:19","210","155","1.11","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","02:03.33","5","0.0","--","--","--","--","--","--","--","00:42:09","00:42:24","633","741"
Running,2021-06-25 06:23:47,false,"Athens Running","8.03","1,045","01:03:21","166","178","4.2","150","164","7:54","6:52","483","411","1.36","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:12.04","9","0.0","--","--","--","--","--","--","--","01:03:01","01:03:52","634","741"
Running,2021-06-24 18:38:35,false,"Athens Running","4.73","664","00:43:44","156","170","3.4","143","166","9:14","7:22","199","199","1.22","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","06:57.53","5","0.0","--","--","--","--","--","--","--","00:43:04","00:54:12","683","781"
Running,2021-06-23 06:17:27,false,"Athens Running","8.01","1,007","01:00:41","166","177","4.3","154","203","7:35","6:09","491","397","1.38","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:02.43","9","0.0","--","--","--","--","--","--","--","01:00:39","01:01:17","630","741"
Running,2021-06-22 06:31:42,false,"Athens Running","5.01","599","00:34:29","173","185","4.0","156","168","6:53","5:43","310","295","1.50","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:02.08","6","0.0","--","--","--","--","--","--","--","00:34:25","00:35:03","634","741"
Running,2021-06-20 07:46:40,false,"Athens Running","16.01","2,063","02:14:04","163","177","5.0","148","169","8:23","6:15","845","801","1.30","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:01.94","17","0.0","--","--","--","--","--","--","--","02:13:26","02:21:16","581","781"
Running,2021-06-19 08:21:40,false,"Athens Running","5.01","649","00:46:57","147","166","2.8","145","162","9:23","6:30","297","274","1.18","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:02.52","6","0.0","--","--","--","--","--","--","--","00:46:56","00:47:06","634","741"
Running,2021-06-18 06:18:36,false,"Athens Running","5.01","597","00:36:26","165","182","3.7","154","178","7:16","5:08","283","234","1.43","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:03.16","6","0.0","--","--","--","--","--","--","--","00:36:22","00:36:26","633","741"
Running,2021-06-17 06:05:16,false,"Athens Running","10.01","1,198","01:17:01","162","175","4.1","152","168","7:42","6:13","541","532","1.38","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:01.91","11","0.0","--","--","--","--","--","--","--","01:16:52","01:17:30","633","752"
Running,2021-06-16 17:17:13,false,"Athens Running","3.09","375","00:30:28","137","149","2.1","146","159","9:51","7:45","118","55","1.12","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:54.87","4","0.0","--","--","--","--","--","--","--","00:30:27","00:30:32","634","741"
Running,2021-06-16 06:28:50,false,"Athens Running","3.42","445","00:33:05","145","159","2.5","146","160","9:41","8:24","116","49","1.14","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","04:06.82","4","0.0","--","--","--","--","--","--","--","00:33:03","00:33:11","635","741"
Running,2021-06-15 06:05:37,false,"Athens Running","10.01","1,238","01:19:28","162","172","4.1","150","167","7:57","6:53","555","544","1.35","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:01.63","11","0.0","--","--","--","--","--","--","--","01:19:14","01:20:31","634","741"
Running,2021-06-13 07:25:14,false,"Athens Running","16.00","2,010","02:10:32","166","179","5.0","148","169","8:09","6:24","809","846","1.33","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:01.87","17","0.0","--","--","--","--","--","--","--","02:09:43","02:17:06","581","781"
Running,2021-06-12 09:09:56,false,"Athens Running","3.50","490","00:36:47","147","160","2.6","141","155","10:30","8:44","78","85","1.08","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","05:33.51","4","0.0","--","--","--","--","--","--","--","00:36:27","00:38:03","606","689"
Running,2021-06-11 06:19:39,false,"Athens Running","5.03","624","00:39:21","161","177","3.5","154","172","7:49","6:12","325","266","1.34","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:15.02","6","0.0","--","--","--","--","--","--","--","00:39:19","00:39:21","633","741"
Running,2021-06-10 06:28:15,false,"Athens Running","10.01","1,282","01:20:00","164","177","4.5","149","173","8:00","6:34","637","584","1.35","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:03.79","11","0.0","--","--","--","--","--","--","--","01:19:45","01:21:28","633","741"
Running,2021-06-09 17:36:59,false,"Athens Running","3.00","383","00:28:49","143","157","2.4","143","192","9:36","4:23","191","208","1.17","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:02.52","4","0.0","--","--","--","--","--","--","--","00:28:48","00:29:55","640","663"
Running,2021-06-09 06:32:56,false,"Athens Running","3.20","402","00:30:24","142","154","2.3","149","161","9:30","8:03","128","71","1.14","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","01:54.54","4","0.0","--","--","--","--","--","--","--","00:30:22","00:30:24","631","741"
Running,2021-06-08 06:20:18,false,"Athens Running","8.01","1,019","01:01:04","169","179","4.6","153","192","7:38","6:24","498","429","1.38","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:02.49","9","0.0","--","--","--","--","--","--","--","01:00:59","01:01:17","631","741"
Running,2021-06-06 07:54:36,false,"Athens Running","14.10","2,089","02:22:12","163","177","5.0","146","203","10:05","7:30","890","898","1.10","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:53.02","15","0.0","--","--","--","--","--","--","--","02:22:03","02:29:45","650","727"
Running,2021-06-05 09:11:55,false,"Athens Running","3.19","442","00:33:11","144","164","2.4","146","159","10:24","8:43","3","--","1.06","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","02:04.65","4","0.0","--","--","--","--","--","--","--","00:33:04","00:33:59","658","675"
Running,2021-06-04 06:04:28,false,"Athens Running","5.01","696","00:42:23","164","177","3.7","149","172","8:28","7:01","231","206","1.27","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:03.31","6","0.0","--","--","--","--","--","--","--","00:42:22","00:42:30","633","741"
Running,2021-06-03 06:13:08,false,"Athens Running","6.26","694","00:45:44","160","181","3.4","147","186","7:19","4:32","173","156","1.47","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:06.37","23","0.0","--","--","--","--","--","--","--","00:45:02","01:03:15","719","738"
Running,2021-06-02 17:11:32,false,"Athens Running","3.07","369","00:29:24","139","157","2.2","145","218","9:34","3:49","20","28","1.16","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:42.18","4","0.0","--","--","--","--","--","--","--","00:29:19","00:29:56","634","653"
Running,2021-06-02 06:23:09,false,"Athens Running","3.15","406","00:32:25","140","155","2.2","145","158","10:18","8:46","136","64","1.08","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","01:25.16","4","0.0","--","--","--","--","--","--","--","00:32:25","00:32:25","632","741"
Running,2021-06-01 06:24:20,false,"Athens Running","10.00","1,168","01:19:42","156","176","3.8","149","178","7:58","6:27","608","593","1.36","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:01.87","11","0.0","--","--","--","--","--","--","--","01:19:29","01:20:28","632","741"
Running,2021-05-31 09:40:29,false,"Athens Running","4.16","534","00:43:17","141","159","2.4","145","208","10:24","3:57","148","150","1.07","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","01:44.52","5","0.0","--","--","--","--","--","--","--","00:43:17","00:45:52","605","689"
Running,2021-05-30 07:13:33,false,"Athens Running","12.01","1,432","01:31:35","162","180","4.4","150","175","7:38","5:40","660","622","1.40","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:02.63","13","0.0","--","--","--","--","--","--","--","01:31:17","01:34:40","581","781"
Running,2021-05-29 08:44:50,false,"Athens Running","3.01","391","00:29:45","141","153","2.3","148","170","9:54","8:07","7","6","1.10","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:02.45","4","0.0","--","--","--","--","--","--","--","00:29:38","00:30:04","650","676"
Running,2021-05-28 06:24:18,false,"Athens Running","5.06","670","00:40:56","164","176","3.7","149","169","8:05","6:52","291","238","1.34","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:30.01","6","0.0","--","--","--","--","--","--","--","00:40:54","00:40:56","633","741"
