Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Total Sets,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Stress Change,Stress Start,Stress End,Avg Stress,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2021-05-27 06:22:57,false,"Athens Running","9.10","1,149","01:13:02","160","179","4.0","149","171","8:01","6:53","473","379","1.35","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:45.69","10","0.0","--","--","--","--","--","--","--","01:12:55","01:13:32","634","741"
Running,2021-05-26 06:18:44,false,"Athens Running","4.45","638","00:46:05","147","165","2.8","144","160","10:22","8:33","297","260","1.08","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","04:26.83","5","0.0","--","--","--","--","--","--","--","00:45:58","00:46:49","634","741"
Running,2021-05-25 06:44:20,false,"Athens Running","6.01","729","00:41:42","173","186","4.3","152","169","6:56","5:40","401","315","1.52","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:02.03","7","0.0","--","--","--","--","--","--","--","00:41:42","00:41:53","634","741"
Running,2021-05-24 06:27:19,false,"Athens Running","4.01","519","00:32:55","157","170","3.2","149","172","8:13","7:12","187","202","1.32","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:02.45","5","0.0","--","--","--","--","--","--","--","00:32:54","00:32:57","629","741"
Running,2021-05-21 06:19:03,false,"Athens Running","8.01","951","00:57:28","165","180","4.2","154","184","7:10","5:46","469","446","1.46","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:03.03","9","0.0","--","--","--","--","--","--","--","00:57:16","00:58:14","634","741"
Running,2021-05-20 06:32:13,false,"Athens Running","5.08","629","00:42:44","151","170","3.1","150","180","8:25","7:14","338","275","1.27","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:37.74","6","0.0","--","--","--","--","--","--","--","00:42:42","00:42:44","630","741"
Running,2021-05-19 06:27:28,false,"Athens Running","4.00","538","00:39:25","145","161","2.6","147","170","9:51","8:36","205","215","1.11","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:02.08","5","0.0","--","--","--","--","--","--","--","00:39:24","00:39:25","633","741"
Running,2021-05-18 06:47:52,false,"Athens Running","8.00","969","00:59:16","164","175","4.1","152","184","7:24","4:48","494","413","1.43","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:00.86","9","0.0","--","--","--","--","--","--","--","00:59:06","01:00:36","634","741"
Running,2021-05-17 17:47:24,false,"Athens Running","4.00","577","00:37:55","156","199","3.2","143","167","9:28","5:02","321","267","1.19","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:01.99","5","0.0","--","--","--","--","--","--","--","00:37:53","00:37:55","631","741"
Running,2021-05-15 06:23:06,false,"Athens Running","8.01","982","01:03:22","158","174","3.6","151","162","7:55","6:34","450","380","1.35","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:01.65","9","0.0","--","--","--","--","--","--","--","01:03:03","01:04:08","634","741"
Running,2021-05-14 17:02:43,false,"Athens Running","5.00","625","00:41:33","153","167","3.1","148","176","8:18","6:53","270","247","1.31","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:01.32","6","0.0","--","--","--","--","--","--","--","00:41:32","00:41:35","634","741"
Running,2021-05-13 06:14:09,false,"Athens Running","14.00","1,644","01:46:48","164","180","4.6","153","165","7:38","6:21","557","545","1.38","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:01.27","15","0.0","--","--","--","--","--","--","--","01:46:29","01:49:15","632","755"
Running,2021-05-12 06:16:29,false,"Athens Running","3.27","412","00:33:09","138","151","2.2","147","158","10:09","9:11","114","55","1.08","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","02:34.75","4","0.0","--","--","--","--","--","--","--","00:33:08","00:33:09","634","741"
Running,2021-05-11 07:16:24,false,"Athens Running","10.01","1,207","01:14:27","164","176","4.3","152","177","7:26","5:54","596","523","1.42","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:01.90","11","0.0","--","--","--","--","--","--","--","01:14:18","01:16:31","629","741"
Running,2021-05-09 07:01:59,false,"Athens Running","13.13","1,460","01:41:26","158","174","4.1","153","177","7:44","4:54","798","763","1.36","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","01:01.88","14","0.0","--","--","--","--","--","--","--","01:41:00","01:46:15","581","781"
Running,2021-05-08 09:34:34,false,"Athens Running","4.01","530","00:36:56","148","165","2.9","145","162","9:12","7:50","233","169","1.20","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:07.11","5","0.0","--","--","--","--","--","--","--","00:36:50","00:38:33","633","741"
Running,2021-05-07 17:07:13,false,"Athens Running","6.29","788","00:49:54","160","175","3.7","152","171","7:56","6:26","463","373","1.33","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","02:14.51","7","0.0","--","--","--","--","--","--","--","00:49:41","00:50:46","627","741"
Running,2021-05-06 06:24:22,false,"Athens Running","9.24","1,034","01:11:10","155","170","3.6","153","167","7:42","6:17","505","413","1.37","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","01:45.48","10","0.0","--","--","--","--","--","--","--","01:10:51","01:14:03","634","741"
Running,2021-05-05 17:53:42,false,"Athens Running","5.00","645","00:49:30","145","160","2.7","145","162","9:54","8:23","323","275","1.12","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","09:29.06","5","0.0","--","--","--","--","--","--","--","00:49:29","00:49:36","630","741"
Running,2021-05-05 06:14:58,false,"Athens Running","3.18","439","00:33:42","142","158","2.3","146","158","10:37","9:01","115","72","1.04","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","01:50.83","4","0.0","--","--","--","--","--","--","--","00:33:42","00:33:42","634","741"
Running,2021-05-04 06:27:17,false,"Athens Running","8.01","973","00:56:43","171","181","4.6","154","171","7:05","5:32","495","432","1.48","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:02.02","9","0.0","--","--","--","--","--","--","--","00:56:23","00:57:38","632","741"
Running,2021-05-02 07:41:22,false,"Athens Running","16.01","1,939","02:03:08","165","181","5.0","152","178","7:42","5:33","847","873","1.38","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:02.68","17","0.0","--","--","--","--","--","--","--","02:02:27","02:11:43","581","781"
Running,2021-04-30 17:51:31,false,"Athens Running","5.01","606","00:35:39","168","179","3.7","156","174","7:07","5:48","230","178","1.45","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:02.89","6","0.0","--","--","--","--","--","--","--","00:35:36","00:35:39","633","741"
Running,2021-04-29 06:17:54,false,"Athens Running","6.32","707","00:45:05","161","184","3.4","154","186","7:08","4:50","35","31","1.45","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:09.93","15","0.0","--","--","--","--","--","--","--","00:44:58","00:55:00","719","736"
Running,2021-04-28 17:49:44,false,"Athens Running","3.55","471","00:33:12","152","182","2.8","148","186","9:22","4:10","264","195","1.16","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","05:13.30","4","0.0","--","--","--","--","--","--","--","00:33:10","00:33:12","633","741"
Running,2021-04-28 06:39:55,false,"Athens Running","3.20","410","00:30:53","142","164","2.4","150","157","9:38","8:03","117","46","1.11","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","01:53.32","4","0.0","--","--","--","--","--","--","--","00:30:51","00:30:53","635","741"
Running,2021-04-27 06:10:38,false,"Athens Running","8.01","976","01:01:43","161","176","3.9","154","192","7:42","4:14","507","421","1.36","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:06.28","9","0.0","--","--","--","--","--","--","--","01:01:32","01:02:36","634","741"
Running,2021-04-26 06:23:08,false,"Athens Running","3.21","415","00:32:50","140","158","2.2","146","160","10:14","8:21","125","90","1.07","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","02:08.35","4","0.0","--","--","--","--","--","--","--","00:32:34","00:33:05","633","741"
Running,2021-04-25 07:24:11,false,"Athens Running","13.12","1,533","01:38:49","163","178","4.5","154","180","7:32","5:53","804","771","1.38","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:49.33","14","0.0","--","--","--","--","--","--","--","01:38:01","01:43:38","581","781"
Running,2021-04-23 08:14:20,false,"Athens Running","6.01","762","00:47:19","163","185","3.7","156","172","7:53","6:17","435","336","1.31","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:03.37","7","0.0","--","--","--","--","--","--","--","00:47:11","00:48:27","633","741"
Running,2021-04-22 07:24:17,false,"Athens Running","6.02","744","00:46:15","162","183","3.8","155","170","7:41","6:34","397","303","1.35","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:06.56","7","0.0","--","--","--","--","--","--","--","00:45:56","00:46:26","632","741"
Running,2021-04-21 08:11:21,false,"Athens Running","6.24","792","00:59:08","147","172","3.0","149","192","9:28","4:43","384","296","1.14","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","01:58.73","7","0.0","--","--","--","--","--","--","--","00:58:48","01:00:37","633","741"
Running,2021-04-20 07:02:15,false,"Athens Running","6.01","758","00:48:04","159","174","3.5","154","165","8:00","6:57","412","328","1.29","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:04.09","7","0.0","--","--","--","--","--","--","--","00:47:56","00:48:25","633","741"
Running,2021-04-18 07:25:35,false,"Athens Running","15.01","1,792","02:08:17","157","175","4.2","151","198","8:33","5:57","807","761","1.25","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:03.64","16","0.0","--","--","--","--","--","--","--","02:07:24","02:16:01","581","781"
Running,2021-04-17 09:19:06,false,"Athens Running","3.84","543","00:37:49","151","166","2.9","144","172","9:50","5:44","200","210","1.14","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","08:39.44","4","0.0","--","--","--","--","--","--","--","00:37:19","00:40:42","631","781"
Running,2021-04-16 17:15:42,false,"Athens Running","6.02","779","00:47:32","164","190","3.9","151","180","7:53","5:03","250","245","1.35","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:13.35","7","0.0","--","--","--","--","--","--","--","00:47:31","00:47:38","632","741"
Running,2021-04-15 06:11:29,false,"Athens Running","8.01","1,037","01:04:37","162","178","4.0","152","204","8:04","4:10","519","430","1.31","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:02.37","9","0.0","--","--","--","--","--","--","--","01:04:20","01:05:20","632","741"
Running,2021-04-14 17:43:52,false,"Athens Running","3.25","410","00:27:27","153","184","3.0","151","174","8:27","5:07","121","75","1.26","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","02:35.37","4","0.0","--","--","--","--","--","--","--","00:27:26","00:27:27","635","741"
Running,2021-04-14 06:05:57,false,"Athens Running","3.16","430","00:32:54","143","166","2.3","147","160","10:25","8:56","114","28","1.05","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","01:36.65","4","0.0","--","--","--","--","--","--","--","00:32:53","00:32:54","632","741"
Running,2021-04-13 06:07:18,false,"Athens Running","6.09","679","00:45:13","160","184","3.3","156","194","7:26","4:29","102","110","1.37","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:24.16","19","0.0","--","--","--","--","--","--","--","00:45:10","00:55:22","719","737"
Running,2021-04-12 17:33:37,false,"Athens Running","4.09","559","00:39:52","150","164","3.0","147","175","9:45","6:02","216","208","1.13","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:50.84","5","0.0","--","--","--","--","--","--","--","00:39:49","00:40:19","633","741"
Walking,2021-04-11 13:30:08,false,"Barrow County Walking","1.02","145","00:28:29","96","112","0.2","66","193","27:58","17:58","50","60","0.88","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:22.91","2","0.0","--","--","--","--","--","--","--","00:22:57","00:28:29","823","850"
Running,2021-04-11 07:30:55,false,"Athens Running","14.00","1,654","01:50:19","162","181","4.5","152","182","7:53","5:24","761","732","1.34","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:01.13","15","0.0","--","--","--","--","--","--","--","01:49:54","01:54:54","581","781"
Running,2021-04-10 09:49:04,false,"Athens Running","2.06","296","00:20:50","149","160","2.4","147","213","10:08","3:35","22","23","1.08","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:34.40","3","0.0","--","--","--","--","--","--","--","00:20:43","00:21:10","658","675"
Running,2021-04-10 09:27:27,false,"Athens Running","2.00","284","00:20:23","146","158","2.3","146","156","10:11","8:39","83","67","1.08","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:00.96","3","0.0","--","--","--","--","--","--","--","00:20:23","00:20:23","604","689"
Running,2021-04-09 05:54:25,false,"Athens Running","8.01","1,051","01:06:04","163","180","4.2","152","162","8:15","7:10","527","476","1.28","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:03.25","9","0.0","--","--","--","--","--","--","--","01:05:56","01:10:45","634","741"
Running,2021-04-08 06:04:32,false,"Athens Running","6.01","662","00:46:05","158","185","3.3","152","186","7:40","4:36","183","181","1.35","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:56.50","18","0.0","--","--","--","--","--","--","--","00:45:55","00:57:38","719","738"
Running,2021-04-07 17:35:04,false,"Athens Running","3.21","436","00:30:34","150","171","2.8","146","172","9:32","7:28","114","74","1.16","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","01:57.21","4","0.0","--","--","--","--","--","--","--","00:30:34","00:30:34","635","741"
Running,2021-04-07 06:25:11,false,"Athens Running","3.16","411","00:32:47","142","157","2.3","146","157","10:22","8:26","131","47","1.07","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","01:44.89","4","0.0","--","--","--","--","--","--","--","00:32:46","00:32:47","633","741"
Running,2021-04-06 06:07:44,false,"Athens Running","8.00","1,005","01:05:10","161","177","3.9","150","196","8:08","3:59","475","401","1.31","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:02.33","9","0.0","--","--","--","--","--","--","--","01:05:06","01:05:26","633","741"
Running,2021-04-05 17:40:48,false,"Athens Running","4.00","534","00:40:26","146","159","2.7","144","154","10:06","7:19","189","172","1.11","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:02.26","5","0.0","--","--","--","--","--","--","--","00:40:25","00:40:26","631","741"
Running,2021-04-03 07:22:51,false,"Athens Running","12.01","1,428","01:39:07","159","181","4.2","150","203","8:15","4:54","684","643","1.30","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:02.74","13","0.0","--","--","--","--","--","--","--","01:38:26","01:45:26","581","781"
Running,2021-04-02 17:46:57,false,"Athens Running","5.01","628","00:43:19","155","185","3.3","149","167","8:39","5:46","249","233","1.25","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:02.80","6","0.0","--","--","--","--","--","--","--","00:43:18","00:43:19","633","741"
Running,2021-04-02 06:22:03,false,"Athens Running","3.06","427","00:32:34","144","170","2.5","147","156","10:39","8:38","124","90","1.03","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:36.08","4","0.0","--","--","--","--","--","--","--","00:32:34","00:32:34","634","741"
Running,2021-04-01 06:29:11,false,"Athens Running","8.00","1,006","01:04:27","163","176","4.1","151","186","8:03","4:36","455","367","1.32","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:02.05","9","0.0","--","--","--","--","--","--","--","01:04:19","01:04:36","633","741"
Running,2021-03-31 06:03:41,false,"Athens Running","6.22","836","00:55:02","159","173","3.7","146","164","8:51","7:32","396","351","1.25","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","02:01.51","7","0.0","--","--","--","--","--","--","--","00:54:57","00:55:24","632","741"
Running,2021-03-30 06:23:50,false,"Athens Running","8.01","969","01:04:16","159","175","3.8","150","168","8:02","6:48","455","371","1.34","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:03.40","9","0.0","--","--","--","--","--","--","--","01:04:07","01:05:29","632","741"
Running,2021-03-29 05:32:20,false,"Athens Running","2.78","335","00:28:37","136","168","2.2","143","239","10:17","7:49","206","206","1.09","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","08:04.47","3","0.0","--","--","--","--","--","--","--","00:28:30","00:41:05","629","781"
Running,2021-03-28 07:03:19,false,"Athens Running","12.36","1,533","01:39:37","163","176","4.8","152","180","8:03","5:14","709","663","1.32","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","03:03.86","13","0.0","--","--","--","--","--","--","--","01:39:12","01:41:24","581","781"
Running,2021-03-27 09:39:13,false,"Athens Running","3.00","412","00:32:13","143","164","2.3","143","167","10:44","6:38","171","190","1.05","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:02.01","4","0.0","--","--","--","--","--","--","--","00:32:11","00:33:28","606","688"
Running,2021-03-26 17:45:20,false,"Athens Running","5.01","624","00:39:26","163","175","3.6","151","167","7:53","6:34","294","238","1.35","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:02.26","6","0.0","--","--","--","--","--","--","--","00:39:20","00:39:38","634","741"
Running,2021-03-25 06:27:36,false,"Athens Running","5.01","617","00:36:53","169","182","3.9","154","166","7:22","6:24","294","251","1.42","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:02.55","6","0.0","--","--","--","--","--","--","--","00:36:48","00:37:03","634","741"
Running,2021-03-24 06:38:49,false,"Athens Running","3.44","431","00:27:10","162","178","3.3","151","162","7:54","6:32","136","94","1.35","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","03:27.83","4","0.0","--","--","--","--","--","--","--","00:27:10","00:27:10","633","741"
Running,2021-03-23 06:22:31,false,"Athens Running","6.23","818","00:51:53","161","180","3.8","151","161","8:20","6:53","395","357","1.28","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","01:53.41","7","0.0","--","--","--","--","--","--","--","00:51:46","00:52:01","632","741"
Running,2021-03-22 06:55:33,false,"Athens Running","3.40","422","00:27:59","153","170","3.1","153","164","8:15","7:18","153","92","1.28","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","03:28.18","4","0.0","--","--","--","--","--","--","--","00:27:54","00:28:36","633","741"
Running,2021-03-21 07:56:46,false,"Athens Running","3.43","457","00:31:37","149","177","3.0","150","210","9:12","6:49","114","58","1.17","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","04:00.31","4","0.0","--","--","--","--","--","--","--","00:31:36","00:31:42","632","741"
Running,2021-03-20 07:58:07,false,"Athens Running","3.01","375","00:32:54","134","155","2.0","145","154","10:57","9:24","128","38","1.01","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:03.08","4","0.0","--","--","--","--","--","--","--","00:32:53","00:32:54","632","741"
Running,2021-03-15 17:46:08,false,"Athens Running","3.00","404","00:30:47","143","153","2.3","145","155","10:15","8:33","111","96","1.08","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:01.99","4","0.0","--","--","--","--","--","--","--","00:30:46","00:30:47","634","741"
Running,2021-03-13 07:01:37,false,"Athens Running","13.10","1,536","01:43:14","160","177","4.3","152","184","7:53","5:31","759","753","1.35","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:44.50","14","0.0","--","--","--","--","--","--","--","01:42:28","01:47:41","581","781"
Running,2021-03-12 17:05:20,false,"Athens Running","3.00","383","00:28:14","144","158","2.4","145","155","9:24","8:35","112","125","1.18","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:01.83","4","0.0","--","--","--","--","--","--","--","00:28:13","00:28:14","634","741"
Running,2021-03-12 06:37:52,false,"Athens Running","7.01","888","00:55:57","162","176","3.9","150","184","7:59","6:23","452","356","1.34","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:01.82","8","0.0","--","--","--","--","--","--","--","00:55:45","00:56:42","630","741"
Running,2021-03-11 06:29:36,false,"Athens Running","8.00","952","01:01:50","162","177","3.9","155","167","7:44","6:48","503","419","1.34","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:01.75","9","0.0","--","--","--","--","--","--","--","01:01:37","01:02:17","633","741"
Running,2021-03-10 17:06:16,false,"Athens Running","3.01","411","00:28:57","146","160","2.7","146","173","9:38","7:13","116","98","1.15","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:02.46","4","0.0","--","--","--","--","--","--","--","00:28:55","00:29:01","633","741"
Running,2021-03-10 06:33:39,false,"Athens Running","3.00","433","00:31:15","148","160","2.6","145","159","10:24","7:47","117","103","1.07","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:02.35","4","0.0","--","--","--","--","--","--","--","00:31:14","00:31:15","631","741"
Running,2021-03-09 06:32:13,false,"Athens Running","8.01","999","01:03:27","161","188","3.9","153","190","7:56","6:22","485","388","1.33","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:02.61","9","0.0","--","--","--","--","--","--","--","01:03:11","01:04:29","632","741"
Running,2021-03-07 08:10:53,false,"Athens Running","14.01","1,603","01:57:36","156","178","3.9","147","188","8:24","5:06","788","759","1.30","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:02.06","15","0.0","--","--","--","--","--","--","--","01:56:56","02:04:17","581","781"
Running,2021-03-06 09:48:53,false,"Athens Running","4.01","558","00:40:10","147","162","2.8","141","157","10:01","8:03","255","166","1.13","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:04.91","5","0.0","--","--","--","--","--","--","--","00:40:10","00:40:16","634","741"
Running,2021-03-05 16:44:36,false,"Athens Running","5.01","609","00:35:27","172","183","3.9","155","178","7:05","5:41","254","201","1.47","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:02.97","6","0.0","--","--","--","--","--","--","--","00:35:25","00:35:27","631","741"
Running,2021-03-04 06:10:50,false,"Athens Running","8.01","1,010","01:04:24","160","179","3.9","148","169","8:02","6:28","463","374","1.35","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:05.32","9","0.0","--","--","--","--","--","--","--","01:04:16","01:04:54","635","741"
Running,2021-03-03 06:46:51,false,"Athens Running","3.00","388","00:30:32","140","157","2.2","147","156","10:10","8:19","117","100","1.08","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:02.12","4","0.0","--","--","--","--","--","--","--","00:30:31","00:30:32","634","741"
Running,2021-03-02 06:39:46,false,"Athens Running","8.01","1,021","01:04:55","161","177","3.9","151","173","8:06","6:40","460","365","1.31","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:03.40","9","0.0","--","--","--","--","--","--","--","01:04:32","01:07:16","633","741"
Running,2021-02-28 08:07:35,false,"Athens Running","12.00","1,474","01:35:54","162","176","4.3","150","171","7:59","4:59","701","655","1.34","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:01.54","13","0.0","--","--","--","--","--","--","--","01:35:10","01:40:47","581","781"
Running,2021-02-27 10:23:23,false,"Athens Running","3.86","527","00:36:30","150","161","2.9","145","196","9:28","7:53","110","101","1.17","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","08:18.30","4","0.0","--","--","--","--","--","--","--","00:36:25","00:37:15","581","676"
Running,2021-02-26 17:02:49,false,"Athens Running","5.01","603","00:37:46","162","180","3.5","152","172","7:32","6:09","332","272","1.40","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:02.36","6","0.0","--","--","--","--","--","--","--","00:37:42","00:37:49","634","741"
Running,2021-02-25 06:25:19,false,"Athens Running","8.01","996","01:02:28","163","179","4.1","151","190","7:48","4:11","469","402","1.36","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:02.50","9","0.0","--","--","--","--","--","--","--","01:02:13","01:03:09","630","741"
Running,2021-02-24 17:41:36,false,"Athens Running","3.00","391","00:27:20","148","164","2.6","145","162","9:06","6:29","116","28","1.22","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:01.67","4","0.0","--","--","--","--","--","--","--","00:27:19","00:27:55","634","741"
Running,2021-02-23 06:40:42,false,"Athens Running","6.22","799","00:48:23","166","182","4.0","152","167","7:46","6:50","410","398","1.36","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","01:37.72","7","0.0","--","--","--","--","--","--","--","00:48:15","00:48:40","633","741"
Running,2021-02-21 07:31:25,false,"Athens Running","16.00","1,924","02:12:15","160","178","4.5","148","184","8:16","5:29","903","916","1.32","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:01.80","17","0.0","--","--","--","--","--","--","--","02:11:44","02:16:25","581","781"
Running,2021-02-20 08:28:32,false,"Athens Running","4.00","567","00:39:59","150","166","3.0","143","158","9:59","8:49","217","179","1.13","0.0","0.0","0.0","0.0","0.0","--","--","--","--","--","0:00","0.0","0:00","No","00:01.08","5","0.0","--","--","--","--","--","--","--","00:39:50","00:39:59","634","741"
